RecrutementID,CandidatID,PosteID,ConsultantID,EtapeID,DateID,MotifID,Statut,DureeEtapeJours
1207,498,157,27,3,2024-02-17,,En cours,4
1208,908,160,42,3,2024-09-27,,Perdu,5
1209,50,165,35,6,2024-07-06,,Perdu,7
1210,878,93,47,2,2024-01-31,,Place,5
1211,817,54,49,2,2024-01-18,,Place,4
1212,813,177,42,1,2024-07-14,,Perdu,6
1213,413,112,15,5,2024-08-24,,Place,8
1214,516,128,10,5,2024-03-10,2,En cours,2
1215,369,28,15,4,2024-05-09,,Perdu,8
1216,252,125,36,1,2024-08-30,,Perdu,2
1217,876,117,44,5,2024-07-07,,Perdu,1
1218,506,59,45,5,2024-02-16,,Perdu,2
1219,724,154,35,6,2024-06-05,,En cours,1
1220,101,27,35,6,2024-03-20,,Place,9
1221,789,144,48,2,2025-01-05,3,Place,3
1222,659,193,35,5,2024-11-17,,Place,7
1223,998,114,8,3,2024-05-04,2,En cours,2
1224,134,21,26,4,2024-04-04,,Place,5
1225,541,111,18,2,2024-02-23,,Perdu,4
1226,512,106,32,4,2024-10-21,,Perdu,6
1227,539,111,32,6,2025-01-02,,En cours,9
1228,55,55,15,4,2024-04-19,,Place,6
1229,474,126,15,6,2024-09-12,,Perdu,7
1230,300,53,5,6,2024-04-04,,Perdu,3
1231,618,112,15,1,2025-01-01,,Place,2
1232,233,119,42,6,2024-04-29,,En cours,1
1233,436,130,33,5,2024-02-08,2,Perdu,3
1234,621,160,48,3,2024-12-18,4,En cours,5
1235,65,177,47,4,2025-01-13,,En cours,1
1236,787,156,43,4,2024-06-07,,En cours,3
1237,716,160,9,5,2024-12-28,,En cours,6
1238,58,174,17,5,2024-04-07,4,En cours,8
1239,65,49,3,1,2024-04-18,,En cours,9
1240,851,59,5,1,2024-08-02,,En cours,3
1241,284,107,12,2,2024-08-28,5,Perdu,1
1242,861,94,15,4,2024-06-03,,En cours,6
1243,500,141,1,6,2024-11-15,,En cours,9
1244,343,2,43,4,2024-11-12,4,En cours,4
1245,274,28,27,1,2024-02-18,4,En cours,9
1246,660,150,33,5,2025-01-31,,En cours,7
1247,110,165,33,3,2024-03-04,,Place,9
1248,403,61,49,3,2024-07-29,,Perdu,9
1249,346,63,8,5,2024-06-18,,En cours,1
1250,155,113,18,2,2024-06-29,,Perdu,4
1251,353,96,16,4,2024-02-21,,En cours,1
1252,529,34,28,2,2024-05-17,,Perdu,1
1253,678,101,27,3,2024-01-13,1,Place,5
1254,87,164,40,4,2025-01-24,5,En cours,6
1255,873,146,29,4,2024-02-27,3,En cours,8
1256,879,164,12,6,2024-07-12,,Perdu,2
1257,692,129,29,2,2024-03-27,,En cours,1
1258,925,176,49,6,2024-03-12,,En cours,1
1259,428,50,29,5,2024-06-05,,Perdu,9
1260,822,10,30,3,2025-01-22,,Perdu,6
1261,728,23,9,1,2024-07-10,1,En cours,5
1262,563,199,1,2,2025-01-19,,Place,1
1263,180,129,11,4,2024-11-26,,En cours,4
1264,558,50,2,5,2024-06-23,,En cours,2
1265,902,171,23,4,2024-12-26,5,Perdu,1
1266,985,62,45,5,2024-05-19,,Perdu,4
1267,449,120,23,1,2024-07-19,,Perdu,5
1268,248,50,33,4,2024-09-29,,Perdu,5
1269,748,19,43,6,2024-08-23,4,Perdu,8
1270,76,54,39,3,2024-11-27,,Place,9
1271,152,46,33,6,2024-03-06,,Perdu,2
1272,562,111,40,1,2024-07-18,1,En cours,3
1273,991,5,15,6,2024-09-22,1,Perdu,5
1274,329,48,22,5,2024-05-12,,En cours,4
1275,444,114,20,4,2024-12-12,4,Perdu,4
1276,323,79,40,4,2024-04-30,,En cours,7
1277,441,128,21,6,2024-04-30,,En cours,2
1278,8,132,47,3,2024-05-10,,Perdu,8
1279,595,194,10,1,2024-09-27,,Perdu,3
1280,597,168,9,6,2024-02-17,,En cours,4
1281,316,46,36,1,2024-02-27,2,En cours,2
1282,265,139,39,4,2024-11-07,3,Place,6
1283,762,126,34,2,2024-03-23,,Place,7
1284,188,119,16,6,2024-02-11,2,En cours,6
1285,48,160,1,6,2024-04-15,5,En cours,5
1286,41,30,17,3,2024-06-08,,En cours,3
1287,882,76,24,4,2024-01-14,1,En cours,7
1288,365,164,21,3,2024-11-29,5,En cours,2
1289,102,179,47,3,2024-02-16,2,Place,3
1290,879,8,44,6,2024-06-10,,Perdu,7
1291,149,95,39,2,2024-03-21,4,En cours,7
1292,337,53,2,6,2024-04-27,1,En cours,3
1293,21,34,7,4,2024-01-19,,En cours,4
1294,680,12,22,6,2025-01-14,,Perdu,3
1295,700,108,32,4,2025-01-09,,En cours,8
1296,757,134,35,5,2024-02-20,,En cours,6
1297,264,107,15,3,2024-03-19,,Perdu,2
1298,329,74,6,3,2024-12-19,,En cours,2
1299,939,155,17,2,2024-06-14,3,Perdu,1
1300,822,131,40,2,2024-01-25,1,Place,3
1301,38,182,50,1,2024-02-24,,En cours,3
1302,692,70,48,3,2024-06-14,,En cours,5
1303,813,48,30,6,2024-08-11,,Place,7
1304,560,92,5,6,2024-09-09,,En cours,8
1305,640,102,49,5,2024-03-02,,En cours,6
1306,1,92,8,3,2024-05-28,,Place,7
1307,31,167,14,4,2024-04-14,5,Perdu,6
1308,36,10,49,5,2024-08-01,,Place,3
1309,159,106,26,1,2024-05-08,,En cours,6
1310,991,87,10,6,2024-03-22,3,En cours,3
1311,635,43,26,6,2024-11-22,,En cours,3
1312,783,129,4,6,2024-08-15,,En cours,9
1313,296,161,16,1,2024-07-08,,Perdu,9
1314,938,110,48,6,2024-02-23,,En cours,6
1315,199,17,15,4,2024-01-29,,En cours,6
1316,903,16,45,4,2024-11-14,3,En cours,7
1317,31,85,28,2,2025-01-22,,En cours,7
1318,21,134,33,3,2024-08-21,3,En cours,1
1319,79,63,36,3,2024-01-16,,Perdu,4
1320,792,62,28,6,2024-07-11,2,En cours,1
1321,258,173,2,3,2024-04-22,,Perdu,5
1322,452,3,46,2,2024-01-22,,En cours,3
1323,472,16,24,6,2024-02-26,,En cours,3
1324,790,32,33,2,2024-07-18,,Place,8
1325,349,197,28,6,2024-06-19,,Place,2
1326,7,100,33,6,2024-08-13,,En cours,9
1327,387,32,18,2,2024-10-04,,En cours,4
1328,289,63,43,5,2024-04-16,,Place,2
1329,731,194,12,5,2024-04-24,,Perdu,2
1330,752,139,33,4,2024-09-28,,En cours,7
1331,92,45,29,5,2024-03-19,,En cours,9
1332,794,49,26,1,2024-01-31,,En cours,8
1333,71,15,2,4,2024-12-07,,Perdu,2
1334,620,155,20,4,2024-03-24,,Perdu,8
1335,390,28,3,4,2024-02-18,,En cours,3
1336,302,58,26,6,2024-10-22,,En cours,5
1337,484,70,35,5,2024-07-31,5,En cours,1
1338,311,125,27,4,2024-02-28,2,Perdu,3
1339,794,122,38,3,2024-12-06,,Place,3
1340,967,160,19,3,2024-04-08,,Perdu,9
1341,816,60,16,1,2024-09-27,,Perdu,3
1342,440,78,23,4,2024-09-17,,En cours,3
1343,504,78,12,2,2024-11-27,,Perdu,3
1344,448,10,41,6,2024-10-18,,En cours,3
1345,794,148,41,5,2024-10-08,,En cours,5
1346,553,108,21,6,2024-01-21,,En cours,2
1347,469,96,40,6,2025-01-10,1,Place,3
1348,410,200,2,3,2024-02-20,,En cours,5
1349,376,36,8,3,2024-04-11,3,En cours,7
1350,553,194,15,4,2024-06-27,5,Place,1
1351,689,137,20,3,2024-04-25,,Perdu,4
1352,433,45,12,2,2024-08-25,2,En cours,6
1353,807,136,26,5,2024-01-22,2,En cours,9
1354,827,152,40,3,2024-06-30,,Place,9
1355,430,73,23,6,2024-05-19,,En cours,8
1356,910,69,23,2,2024-09-15,2,En cours,5
1357,174,168,3,3,2024-07-26,,En cours,1
1358,933,33,15,4,2024-10-29,,En cours,9
1359,295,3,41,6,2024-03-06,,Perdu,6
1360,565,134,41,4,2025-01-14,,Place,9
1361,284,182,6,1,2024-06-05,,En cours,9
1362,443,101,1,3,2024-05-19,5,Place,8
1363,341,27,42,6,2024-08-07,,Perdu,4
1364,706,108,9,2,2024-03-06,,Perdu,6
1365,82,51,29,3,2024-11-21,,En cours,7
1366,839,166,42,1,2024-04-15,,En cours,8
1367,904,123,40,5,2025-01-05,1,Perdu,3
1368,563,68,28,1,2024-02-29,,Perdu,5
1369,548,125,19,3,2024-12-11,,En cours,6
1370,700,134,39,5,2024-06-06,,En cours,2
1371,200,136,35,6,2024-08-30,5,En cours,4
1372,750,74,42,2,2024-12-15,4,En cours,9
1373,219,115,26,2,2024-02-21,,En cours,1
1374,677,9,48,1,2024-05-18,,En cours,5
1375,306,81,39,3,2025-01-14,,En cours,6
1376,747,76,4,6,2024-02-29,4,Place,9
1377,792,107,15,2,2024-02-11,2,Place,3
1378,209,191,40,2,2024-07-28,,En cours,4
1379,618,191,6,3,2024-01-10,4,En cours,1
1380,499,97,36,6,2025-01-31,,En cours,4
1381,295,130,18,4,2024-12-27,,En cours,9
1382,589,22,11,4,2024-03-16,,Place,7
1383,993,97,27,5,2024-03-10,,En cours,4
1384,3,138,47,5,2024-11-07,,Place,6
1385,957,137,45,4,2024-07-27,,En cours,9
1386,856,193,21,4,2024-11-25,2,Place,4
1387,530,94,1,4,2025-01-22,5,Perdu,3
1388,611,182,45,2,2024-06-09,,Perdu,8
1389,370,196,45,3,2024-04-11,,Place,8
1390,130,115,31,6,2024-09-04,1,En cours,5
1391,572,19,32,1,2024-09-11,,En cours,1
1392,817,76,27,5,2024-06-21,2,En cours,1
1393,232,153,1,4,2024-04-29,,Place,2
1394,718,117,8,3,2024-04-14,,Place,7
1395,749,188,8,1,2024-07-27,3,En cours,2
1396,759,164,46,5,2024-06-19,,Perdu,1
1397,341,13,3,1,2024-07-02,,En cours,7
1398,393,173,28,4,2024-02-08,,En cours,5
1399,417,72,19,1,2024-12-18,2,Perdu,5
1400,855,164,1,6,2024-10-09,4,En cours,2
1401,901,102,46,2,2025-01-02,,En cours,2
1402,415,92,1,5,2024-11-27,,Perdu,3
1403,970,15,43,4,2024-09-04,,Perdu,6
1404,571,24,39,1,2024-05-02,,Perdu,9
1405,386,120,40,5,2024-09-18,,En cours,9
1406,1,114,9,6,2024-08-14,,En cours,2
1407,612,111,45,2,2025-01-04,,Perdu,7
1408,645,32,30,6,2024-04-02,,Place,7
1409,969,102,21,5,2024-01-11,,En cours,1
1410,719,13,35,5,2024-02-20,,Place,6
1411,30,29,18,3,2024-03-11,,Perdu,5
1412,568,100,14,1,2024-09-22,,Place,2
1413,743,124,15,3,2024-02-28,,Perdu,8
1414,497,132,29,5,2024-02-23,,En cours,9
1415,430,197,31,4,2024-06-07,,Perdu,6
1416,810,171,13,4,2024-11-08,,En cours,2
1417,612,76,13,5,2024-06-18,,En cours,4
1418,682,157,48,3,2024-04-18,,En cours,5
1419,465,20,26,1,2024-04-23,,En cours,9
1420,279,172,44,6,2024-11-23,,Perdu,8
1421,520,78,17,4,2024-06-22,,Place,7
1422,960,153,15,4,2024-05-27,,En cours,7
1423,603,195,15,4,2024-11-05,,En cours,7
1424,708,141,27,6,2024-05-27,,Place,3
1425,125,185,39,5,2024-05-22,2,En cours,2
1426,988,3,26,5,2024-10-27,,En cours,8
1427,245,35,15,5,2024-05-10,4,Place,5
1428,972,126,49,2,2024-07-23,,Place,9
1429,446,109,29,5,2024-09-22,3,Perdu,7
1430,919,25,20,6,2024-03-21,2,En cours,5
1431,892,144,1,2,2024-02-21,,Perdu,6
1432,756,12,29,4,2024-12-06,,Place,6
1433,917,199,32,5,2024-04-28,,Place,9
1434,610,32,47,4,2024-05-16,,En cours,4
1435,849,90,12,6,2024-08-23,,Place,4
1436,173,165,9,3,2024-02-11,5,Perdu,4
1437,71,103,50,2,2024-01-19,1,En cours,1
1438,544,149,28,1,2024-06-15,5,En cours,5
1439,810,141,2,6,2025-01-22,3,En cours,5
1440,766,190,6,5,2024-08-17,2,Place,2
1441,528,93,24,4,2024-08-19,1,En cours,8
1442,521,196,31,3,2024-08-31,,Perdu,7
1443,610,104,13,3,2024-12-10,4,En cours,3
1444,869,179,19,6,2024-11-30,,Perdu,2
1445,842,147,37,5,2024-01-10,,En cours,6
1446,110,27,49,6,2024-08-04,,Place,1
1447,596,129,25,5,2024-08-06,,Perdu,2
1448,381,176,21,5,2024-03-30,5,Perdu,4
1449,800,26,19,4,2025-01-25,,Perdu,9
1450,506,168,7,2,2024-04-14,,Perdu,1
1451,992,22,3,4,2024-11-29,,Place,5
1452,433,175,42,5,2024-02-10,,En cours,6
1453,680,158,2,4,2024-08-28,,Place,3
1454,109,31,42,1,2024-10-21,,En cours,5
1455,933,146,13,6,2024-07-20,,Perdu,6
1456,154,24,35,5,2024-02-12,,Place,2
1457,379,114,48,3,2024-02-19,,Place,9
1458,838,185,38,3,2024-08-30,,En cours,3
1459,968,42,37,1,2024-12-11,,En cours,4
1460,485,35,14,6,2024-08-26,3,Place,1
1461,485,85,30,2,2024-02-10,4,En cours,6
1462,49,74,33,3,2024-11-10,1,Place,6
1463,979,10,22,3,2024-07-02,,En cours,2
1464,17,92,2,2,2024-01-30,,En cours,3
1465,27,52,46,4,2024-05-27,4,Perdu,7
1466,474,25,10,6,2024-03-22,5,En cours,7
1467,4,56,49,6,2025-01-29,,En cours,3
1468,165,5,47,4,2024-12-29,,En cours,6
1469,628,184,1,1,2024-02-12,,Place,7
1470,706,199,37,6,2024-08-16,,Perdu,4
1471,299,74,32,2,2024-01-03,5,Place,2
1472,796,176,12,6,2024-07-02,4,En cours,1
1473,608,93,41,3,2024-03-03,5,En cours,9
1474,229,183,6,4,2024-10-26,,En cours,3
1475,713,35,13,3,2024-01-29,,En cours,8
1476,593,57,48,3,2024-12-27,4,En cours,3
1477,813,148,38,1,2024-04-02,,En cours,7
1478,155,45,6,4,2024-04-15,,En cours,3
1479,231,165,8,3,2024-12-20,,Perdu,6
1480,304,86,13,6,2024-12-26,,En cours,9
1481,342,81,4,3,2024-02-08,,Perdu,7
1482,889,91,10,6,2024-02-13,3,En cours,2
1483,733,160,29,2,2024-12-07,,Perdu,5
1484,545,2,1,2,2025-01-26,,Perdu,3
1485,541,151,15,1,2024-07-14,,Place,2
1486,886,156,16,5,2024-03-06,,Place,8
1487,447,165,49,1,2024-03-02,,En cours,9
1488,226,200,49,2,2024-04-16,,En cours,9
1489,137,157,43,6,2024-10-01,1,Place,8
1490,331,106,18,4,2024-02-08,,Place,5
1491,654,94,27,4,2024-09-13,,Perdu,5
1492,471,78,26,5,2024-11-17,,En cours,5
1493,422,166,44,5,2024-02-27,,Perdu,7
1494,481,79,38,6,2025-01-28,,Place,1
1495,975,115,46,4,2025-01-29,,En cours,8
1496,998,20,28,3,2024-04-28,,En cours,8
1497,162,64,46,1,2024-02-14,,Place,9
1498,115,54,38,3,2024-05-10,,Perdu,6
1499,245,88,37,5,2024-04-13,,En cours,5
1500,852,101,34,2,2024-04-21,,En cours,5
1501,460,144,17,5,2025-01-04,,Perdu,6
1502,864,87,31,1,2024-03-02,,Perdu,3
1503,647,31,18,1,2024-05-06,,Perdu,7
1504,554,110,33,3,2024-11-10,1,En cours,4
1505,282,11,13,2,2024-01-24,,En cours,3
1506,345,170,40,6,2024-01-25,4,Perdu,7
1507,148,155,29,3,2024-04-30,,En cours,4
1508,520,46,36,3,2025-01-22,,En cours,1
1509,281,53,12,3,2024-12-01,,Perdu,5
1510,293,6,40,2,2025-01-05,,En cours,5
1511,40,73,41,6,2024-12-11,4,Perdu,3
1512,800,8,8,5,2024-02-17,4,En cours,1
1513,940,188,18,1,2024-06-09,3,Perdu,5
1514,499,27,34,2,2024-07-30,,Perdu,7
1515,537,132,44,1,2024-03-07,4,Perdu,8
1516,926,115,37,2,2025-02-01,,Place,2
1517,512,48,24,4,2024-08-29,3,En cours,4
1518,623,162,15,6,2024-12-07,,Place,9
1519,429,22,46,3,2024-04-13,4,En cours,4
1520,515,178,44,1,2024-10-13,,Place,5
1521,522,149,45,1,2024-02-12,,En cours,7
1522,712,128,16,3,2024-01-09,5,Perdu,5
1523,605,176,22,2,2024-09-13,,En cours,8
1524,504,81,13,4,2024-01-28,4,En cours,4
1525,76,57,48,1,2024-04-20,,En cours,5
1526,905,31,44,2,2024-11-13,,En cours,5
1527,889,185,9,4,2024-07-18,1,En cours,7
1528,185,81,13,2,2024-05-30,,En cours,4
1529,294,166,28,3,2024-04-26,2,Perdu,3
1530,974,67,21,2,2024-09-24,,En cours,4
1531,322,191,23,1,2025-01-16,,En cours,3
1532,813,175,19,3,2024-10-22,,Place,2
1533,786,62,34,2,2024-05-23,,Perdu,8
1534,861,98,45,6,2024-06-17,3,En cours,4
1535,17,159,46,6,2024-02-11,3,En cours,3
1536,483,46,23,3,2024-02-27,,En cours,8
1537,566,5,42,2,2024-04-17,,Perdu,8
1538,838,58,35,3,2024-06-03,,Place,3
1539,225,119,10,4,2025-01-31,,Perdu,3
1540,307,28,40,3,2024-12-14,3,Place,8
1541,180,67,18,5,2024-02-15,,Perdu,3
1542,762,184,32,6,2024-05-12,,Place,8
1543,999,16,37,3,2024-01-23,,Perdu,6
1544,141,11,48,1,2024-01-26,,Perdu,6
1545,234,85,48,1,2024-05-29,2,Perdu,5
1546,308,3,41,6,2025-01-18,,Perdu,1
1547,890,6,26,3,2024-03-15,,En cours,8
1548,446,37,21,2,2024-09-29,,En cours,6
1549,282,21,23,4,2024-06-06,,En cours,2
1550,323,163,48,6,2024-08-04,,En cours,8
1551,599,25,11,3,2024-12-13,2,Place,3
1552,388,105,27,2,2024-11-27,,Perdu,4
1553,141,142,34,6,2024-11-27,,En cours,6
1554,821,126,2,1,2024-06-13,,En cours,3
1555,423,131,32,6,2024-01-20,2,En cours,1
1556,257,72,14,4,2025-01-29,,Place,3
1557,729,178,15,1,2025-02-01,,Place,7
1558,746,14,32,2,2024-12-09,2,En cours,4
1559,156,22,1,5,2024-07-09,,En cours,7
1560,74,172,8,5,2024-04-22,2,Place,1
1561,46,14,23,2,2024-03-10,2,Perdu,3
1562,766,39,30,4,2024-05-28,4,Place,3
1563,626,35,6,6,2024-05-13,,En cours,1
1564,793,7,19,5,2024-04-20,,En cours,6
1565,627,24,16,5,2025-01-15,3,Perdu,2
1566,402,115,27,2,2024-09-20,,En cours,5
1567,590,133,16,4,2024-03-30,,Place,9
1568,723,17,1,5,2024-09-12,,Perdu,3
1569,399,189,27,1,2024-10-09,,En cours,2
1570,916,20,43,2,2024-07-28,,En cours,9
1571,900,138,30,6,2025-01-13,5,Perdu,4
1572,801,161,19,6,2025-01-21,,Place,3
1573,993,105,25,2,2024-06-21,,En cours,7
1574,391,99,8,5,2024-07-07,5,Perdu,2
1575,115,22,12,4,2024-03-27,,En cours,4
1576,485,49,22,4,2024-11-09,,Place,2
1577,746,171,30,4,2025-01-07,,Perdu,9
1578,780,70,25,6,2024-09-20,,En cours,3
1579,389,7,49,3,2024-03-21,,Perdu,6
1580,293,146,32,4,2024-07-26,,Perdu,5
1581,446,137,2,5,2024-11-13,,Perdu,5
1582,804,14,27,4,2024-01-17,,En cours,1
1583,61,11,30,6,2024-08-24,,Perdu,3
1584,329,24,3,2,2024-09-19,,Place,8
1585,230,11,20,6,2024-08-02,,En cours,5
1586,806,124,44,5,2024-09-14,,En cours,8
1587,470,27,18,6,2024-12-24,,Place,6
1588,87,122,23,3,2024-02-19,4,Perdu,3
1589,262,36,12,3,2024-08-16,,En cours,4
1590,45,195,4,1,2024-11-14,2,Place,7
1591,476,146,16,6,2024-11-24,,En cours,3
1592,998,75,39,5,2024-07-05,,Place,6
1593,568,86,50,2,2025-02-02,,En cours,9
1594,870,14,34,1,2024-05-09,,En cours,8
1595,743,11,42,5,2024-06-25,,Place,4
1596,883,108,33,5,2024-11-25,2,Perdu,3
1597,312,5,33,4,2024-06-24,2,En cours,6
1598,952,128,22,1,2024-05-17,5,Place,6
1599,239,77,4,6,2024-08-10,4,Place,7
1600,439,28,21,3,2024-09-05,,Place,1
1601,682,108,44,5,2025-01-22,,En cours,5
1602,287,111,27,6,2024-09-04,,En cours,1
1603,265,150,39,4,2024-03-15,,Perdu,9
1604,131,40,3,1,2024-01-22,3,Place,8
1605,5,110,11,6,2025-01-21,,En cours,7
1606,502,169,15,5,2024-06-18,,En cours,3
1607,987,54,18,6,2024-03-21,,En cours,7
1608,221,168,50,4,2024-03-30,4,En cours,5
1609,441,145,24,6,2024-02-12,,Perdu,6
1610,936,86,34,6,2024-03-20,1,En cours,3
1611,773,177,33,2,2024-11-08,,Perdu,5
1612,5,194,21,2,2024-09-18,,Perdu,8
1613,501,48,49,1,2024-08-27,,En cours,2
1614,144,196,12,5,2024-01-05,2,Place,4
1615,248,1,2,2,2024-09-25,1,En cours,3
1616,247,26,38,3,2025-01-22,,En cours,2
1617,613,9,33,5,2025-01-04,,En cours,4
1618,199,74,14,3,2024-06-07,,Perdu,6
1619,252,188,44,1,2024-08-28,,En cours,1
1620,226,121,9,3,2024-04-29,,Place,2
1621,357,124,13,1,2024-12-21,,En cours,8
1622,657,17,8,3,2025-01-02,,En cours,3
1623,400,104,10,5,2024-03-30,2,Place,4
1624,328,77,37,4,2024-07-13,1,Place,7
1625,518,96,36,5,2024-04-04,1,Perdu,7
1626,616,53,33,1,2024-09-02,5,En cours,9
1627,16,41,44,5,2024-04-27,5,En cours,2
1628,891,191,4,3,2024-10-05,,En cours,7
1629,917,112,32,2,2025-01-27,,Perdu,7
1630,603,83,6,4,2024-12-14,,Perdu,2
1631,575,15,48,1,2024-03-13,4,En cours,8
1632,695,153,32,3,2024-02-21,,Perdu,3
1633,441,95,38,3,2024-11-21,,Perdu,4
1634,366,78,29,1,2024-02-02,,En cours,8
1635,353,134,20,6,2024-06-09,,En cours,5
1636,160,27,35,3,2025-02-01,,Place,3
1637,842,107,42,1,2024-06-28,2,En cours,3
1638,321,173,9,3,2024-01-04,,En cours,7
1639,285,93,44,6,2025-01-25,3,En cours,2
1640,965,1,37,5,2024-10-10,,Perdu,5
1641,507,46,5,4,2024-05-12,3,Perdu,7
1642,622,12,47,6,2024-09-01,,Perdu,8
1643,246,101,10,1,2024-09-01,,En cours,8
1644,278,73,31,4,2024-08-09,5,Perdu,4
1645,729,27,7,2,2025-01-19,4,En cours,2
1646,451,138,10,5,2024-11-10,3,Place,9
1647,148,36,33,6,2024-04-13,4,Place,6
1648,836,69,34,1,2025-01-31,,Perdu,4
1649,403,198,35,1,2025-01-20,,En cours,9
1650,669,14,18,6,2024-01-19,,Perdu,7
1651,342,50,42,3,2024-04-28,3,En cours,5
1652,561,64,3,2,2024-09-02,3,En cours,2
1653,776,102,43,1,2024-12-17,5,Place,1
1654,886,49,16,3,2024-10-13,3,En cours,5
1655,208,195,32,1,2024-08-17,,En cours,2
1656,673,2,46,2,2024-05-02,,Perdu,3
1657,915,190,13,2,2024-02-08,,Perdu,7
1658,643,107,21,1,2024-12-23,,Perdu,1
1659,144,8,42,6,2024-08-01,2,En cours,9
1660,190,24,44,5,2024-07-01,,Perdu,4
1661,203,21,12,6,2025-01-26,4,En cours,8
1662,107,58,26,2,2024-03-06,,Place,2
1663,754,67,17,2,2024-04-11,,En cours,5
1664,966,129,26,2,2024-12-07,4,En cours,9
1665,517,63,19,4,2024-04-23,,Perdu,6
1666,599,146,1,2,2025-01-12,1,En cours,8
1667,774,59,47,2,2024-12-09,,Perdu,7
1668,416,53,32,6,2024-02-09,,En cours,7
1669,473,56,24,3,2024-07-02,,En cours,4
1670,590,66,6,5,2024-10-27,,En cours,5
1671,305,168,4,2,2024-07-14,2,En cours,1
1672,62,50,24,6,2024-03-27,5,En cours,3
1673,568,55,33,5,2024-01-19,4,En cours,1
1674,823,192,14,6,2024-01-03,,En cours,3
1675,74,131,38,4,2024-03-12,5,Place,7
1676,217,39,20,6,2024-04-14,,Perdu,2
1677,263,174,1,3,2024-04-30,,En cours,5
1678,805,37,27,3,2024-12-07,1,En cours,5
1679,505,33,10,1,2024-07-22,4,En cours,2
1680,535,90,1,2,2024-02-26,5,En cours,8
1681,646,139,7,5,2024-02-03,3,En cours,7
1682,277,38,15,2,2024-02-22,,En cours,2
1683,714,151,26,1,2024-05-05,,Place,1
1684,31,32,50,2,2024-10-22,,Perdu,1
1685,114,157,11,3,2024-01-20,,En cours,3
1686,816,20,3,5,2024-06-11,,En cours,2
1687,659,93,10,1,2024-06-28,,En cours,1
1688,177,129,16,1,2024-02-29,,En cours,5
1689,439,54,11,5,2024-01-24,,Perdu,5
1690,52,123,17,1,2024-04-02,1,En cours,1
1691,672,138,49,3,2024-03-01,,En cours,6
1692,756,131,19,5,2024-11-13,,En cours,4
1693,279,80,32,4,2025-01-01,,Perdu,2
1694,351,155,35,1,2024-09-06,,En cours,2
1695,237,147,7,5,2024-10-30,,Place,7
1696,390,66,13,1,2024-10-31,,En cours,1
1697,273,147,21,2,2024-12-17,5,En cours,2
1698,248,184,24,1,2024-02-09,1,En cours,7
1699,431,164,1,4,2025-02-02,,Perdu,6
1700,860,147,33,5,2024-07-02,,En cours,9
1701,763,154,16,4,2024-08-05,,En cours,1
1702,298,161,17,1,2024-11-14,,En cours,2
1703,943,58,31,3,2024-07-16,,En cours,6
1704,211,145,48,1,2024-04-16,5,En cours,3
1705,911,40,44,3,2024-01-08,,Perdu,4
1706,310,72,49,2,2024-03-08,,Perdu,3
1707,541,187,21,5,2024-02-03,2,Perdu,8
1708,204,57,6,5,2024-06-01,,Place,8
1709,763,169,11,5,2024-11-07,,En cours,8
1710,318,85,18,2,2024-05-13,,Place,5
1711,873,42,16,1,2024-08-26,,En cours,5
1712,83,20,11,1,2024-03-15,,En cours,6
1713,503,110,8,6,2024-08-24,5,Perdu,1
1714,159,91,10,6,2025-01-16,,En cours,5
1715,889,103,33,2,2024-05-06,3,En cours,3
1716,418,9,25,6,2024-07-12,,Perdu,9
1717,675,54,2,4,2025-01-20,2,En cours,2
1718,880,1,29,2,2024-08-31,,En cours,1
1719,536,61,43,2,2024-06-08,,Perdu,9
1720,58,187,22,2,2024-02-18,,En cours,2
1721,221,31,16,5,2025-01-09,,En cours,5
1722,213,138,14,2,2024-09-01,,En cours,4
1723,915,2,19,2,2024-01-23,,Place,3
1724,909,113,14,5,2024-08-10,2,Place,5
1725,477,185,47,2,2025-01-22,,Perdu,7
1726,891,69,50,2,2025-01-07,,En cours,2
1727,247,40,18,5,2024-03-19,4,En cours,6
1728,680,115,47,6,2024-06-13,,En cours,9
1729,392,56,43,4,2025-01-29,,Perdu,3
1730,241,179,4,5,2024-11-08,3,Perdu,7
1731,251,170,25,6,2024-08-12,1,Perdu,9
1732,420,131,33,4,2024-05-01,,En cours,9
1733,340,128,22,5,2024-11-01,,Place,6
1734,212,121,23,1,2024-08-19,,En cours,9
1735,335,148,25,1,2024-07-28,,En cours,7
1736,129,93,35,6,2025-01-05,1,En cours,5
1737,970,194,15,1,2024-05-30,5,Perdu,2
1738,380,70,30,5,2024-09-07,,Place,8
1739,108,2,13,3,2024-01-18,,En cours,3
1740,576,140,45,5,2024-10-11,1,Place,7
1741,884,133,5,4,2024-08-06,,En cours,6
1742,360,197,4,1,2024-12-16,2,En cours,4
1743,846,80,2,3,2024-05-13,,En cours,7
1744,611,85,18,5,2025-01-05,,En cours,6
1745,740,113,31,6,2024-08-18,,Place,7
1746,297,79,50,5,2024-03-24,5,En cours,9
1747,37,157,23,6,2024-03-05,,En cours,3
1748,346,86,10,6,2024-03-19,3,En cours,7
1749,925,157,19,6,2024-04-30,,Perdu,1
1750,791,86,7,4,2024-08-08,,Place,7
1751,785,46,24,3,2024-12-13,,Place,2
1752,879,199,37,4,2025-02-02,,En cours,2
1753,374,106,2,5,2024-09-28,,En cours,2
1754,323,142,39,3,2024-07-15,,En cours,8
1755,926,119,12,5,2024-09-02,,Place,4
