ContratID,CandidatID,PosteID,ClientID,TypeContratID,StatutContratID,DateDebut,DateFin,TauxJournalier,DureeJours,MontantTotal
397,542,118,42,2,3,2024-09-23,2025-05-20,138981,239,33216459
398,254,113,98,3,1,2024-02-04,2025-01-26,62934,357,22467438
399,342,111,61,2,2,2024-04-19,2025-01-17,54663,273,14922999
400,258,163,16,4,2,2024-12-28,2025-03-15,63753,77,4908981
401,64,109,9,2,2,2024-12-12,2025-08-15,123715,246,30433890
402,673,145,35,4,1,2024-01-16,2024-09-12,46537,240,11168880
403,639,62,72,4,1,2024-05-26,2025-01-14,66544,233,15504752
404,877,164,43,3,2,2024-05-07,2025-03-29,47464,326,15473264
405,577,7,17,1,2,2024-08-14,2025-09-12,83319,394,32827686
406,682,69,99,4,1,2024-09-09,2025-01-04,66638,117,7796646
407,360,51,20,4,3,2024-01-28,2024-03-04,128051,36,4609836
408,389,28,9,3,3,2024-06-04,2025-02-26,121990,267,32571330
409,413,108,39,2,2,2024-04-12,2024-06-21,136181,70,9532670
410,970,179,12,3,2,2024-12-24,2025-06-30,79586,188,14962168
411,473,33,60,3,1,2024-04-16,2025-04-25,93748,374,35061752
412,863,177,44,4,1,2024-01-12,2024-10-13,133148,275,36615700
413,321,172,93,3,1,2024-08-15,2025-08-26,115550,376,43446800
414,686,177,17,4,3,2024-11-15,2024-12-26,143898,41,5899818
415,275,2,27,4,1,2024-10-26,2025-08-13,147700,291,42980700
416,398,198,69,4,3,2024-02-19,2024-07-13,39050,145,5662250
417,859,86,70,2,2,2024-09-28,2024-11-24,58206,57,3317742
418,684,120,37,4,1,2024-03-15,2024-08-05,115298,143,16487614
419,487,61,93,4,1,2024-02-22,2025-03-03,41802,375,15675750
420,408,103,85,2,3,2024-07-11,2025-01-11,40231,184,7402504
421,800,111,62,1,3,2024-10-20,2025-10-24,46501,369,17158869
422,156,160,75,4,2,2024-11-14,2025-01-25,38607,72,2779704
423,849,69,54,3,2,2024-08-13,2025-05-12,109877,272,29886544
424,619,23,48,2,2,2024-05-31,2024-12-08,63092,191,12050572
425,329,118,55,3,3,2024-08-01,2024-12-19,143113,140,20035820
426,699,157,85,1,1,2024-04-17,2024-12-03,42192,230,9704160
427,992,4,2,4,1,2024-02-19,2024-11-02,84767,257,21785119
428,350,163,11,1,1,2024-05-26,2024-07-04,109556,39,4272684
429,394,161,48,2,1,2024-03-02,2024-11-28,73230,271,19845330
430,930,116,59,3,1,2024-02-04,2024-06-24,115934,141,16346694
431,345,190,18,3,2,2024-09-29,2025-08-22,130850,327,42787950
432,855,78,61,1,3,2024-11-01,2025-02-04,106711,95,10137545
433,900,27,3,3,3,2024-09-30,2025-02-12,102808,135,13879080
434,583,132,25,1,1,2024-11-30,2025-12-24,99042,389,38527338
435,83,122,46,4,2,2024-06-25,2024-10-24,149220,121,18055620
436,61,184,5,2,2,2024-09-03,2024-11-20,123748,78,9652344
437,281,45,64,2,2,2024-03-15,2024-11-03,37219,233,8672027
438,18,32,54,3,3,2024-06-11,2025-02-28,122709,262,32149758
439,763,136,57,1,3,2024-02-06,2024-10-02,49790,239,11899810
440,640,63,52,1,3,2024-08-12,2025-02-06,134430,178,23928540
441,455,37,70,4,2,2024-06-08,2024-08-16,68934,69,4756446
442,814,135,66,3,3,2024-07-20,2024-12-03,113183,136,15392888
443,134,38,67,1,3,2024-11-07,2024-12-27,118655,50,5932750
444,501,167,22,3,3,2024-01-19,2024-12-30,72704,346,25155584
445,339,63,69,4,1,2024-06-11,2024-10-15,145615,126,18347490
446,24,131,18,4,3,2024-05-23,2025-02-22,92961,275,25564275
447,479,116,3,2,3,2024-09-27,2025-01-31,80724,126,10171224
448,145,119,98,3,3,2024-08-27,2025-05-13,88872,259,23017848
449,46,61,18,4,2,2024-09-19,2024-11-21,66937,63,4217031
450,212,18,12,2,2,2024-11-05,2025-01-08,42944,64,2748416
451,195,128,31,4,1,2024-04-18,2024-09-11,147793,146,21577778
452,628,87,100,4,1,2024-05-11,2024-09-13,127409,125,15926125
453,794,196,87,2,3,2024-05-06,2024-10-02,127714,149,19029386
454,487,179,72,4,1,2024-10-26,2025-03-07,139542,132,18419544
455,642,15,19,1,2,2024-06-18,2025-03-31,103441,286,29584126
456,103,73,63,2,2,2024-10-03,2025-04-11,148129,190,28144510
457,787,84,84,2,3,2024-03-30,2024-06-25,148232,87,12896184
458,502,77,34,1,1,2024-12-05,2025-12-10,59756,370,22109720
459,429,145,26,3,1,2024-06-25,2025-03-16,82860,264,21875040
460,870,72,87,3,1,2024-12-27,2025-06-24,41476,179,7424204
461,314,31,14,2,1,2024-06-12,2025-01-16,114268,218,24910424
462,440,73,92,4,1,2024-01-16,2024-06-15,43325,151,6542075
463,927,158,48,1,2,2024-04-06,2024-09-28,121572,175,21275100
464,150,81,73,4,2,2024-06-08,2024-08-03,126515,56,7084840
465,522,58,38,3,2,2024-02-18,2025-01-20,79352,337,26741624
466,579,155,71,4,2,2024-10-09,2025-03-30,105809,172,18199148
467,701,14,93,1,3,2024-05-07,2025-02-18,143896,287,41298152
468,930,92,50,4,1,2024-10-27,2024-12-15,120734,49,5915966
469,344,21,22,1,3,2024-12-17,2025-02-18,82884,63,5221692
470,116,122,8,3,2,2024-01-31,2024-07-14,138623,165,22872795
471,400,180,93,4,2,2024-04-11,2024-05-25,34804,44,1531376
472,157,89,100,1,1,2024-08-09,2025-09-01,57152,388,22174976
473,728,197,66,1,3,2024-11-11,2024-12-25,69306,44,3049464
474,567,175,2,1,2,2024-11-23,2025-07-16,73690,235,17317150
475,758,146,89,1,2,2024-03-11,2024-08-17,110669,159,17596371
476,340,36,50,1,1,2024-03-23,2024-07-08,125084,107,13383988
477,955,7,24,4,2,2024-03-13,2024-06-03,36386,82,2983652
478,896,25,37,1,3,2024-05-06,2024-09-23,61127,140,8557780
479,916,70,95,4,3,2024-08-11,2024-09-28,128152,48,6151296
480,713,82,78,1,3,2024-05-24,2025-01-20,90724,241,21864484
481,188,43,60,3,1,2024-09-22,2025-01-16,67216,116,7797056
482,148,195,74,2,1,2024-05-24,2024-06-30,83214,37,3078918
483,958,149,85,3,3,2024-08-03,2024-10-14,102712,72,7395264
484,871,140,63,4,3,2024-07-24,2025-07-21,101436,362,36719832
485,881,131,32,1,1,2024-04-02,2024-07-29,129507,118,15281826
486,643,124,8,1,3,2024-01-23,2024-09-22,148584,243,36105912
487,857,177,13,1,3,2024-03-21,2024-09-18,126952,181,22978312
488,494,79,24,4,3,2024-10-11,2025-05-11,42445,212,8998340
489,163,29,77,3,1,2024-09-29,2025-09-10,80591,346,27884486
490,257,60,10,4,3,2024-02-14,2024-12-05,88157,295,26006315
491,852,46,13,4,2,2024-05-20,2025-01-08,105530,233,24588490
492,650,192,98,1,2,2024-10-23,2025-02-04,145078,104,15088112
493,998,114,41,1,1,2024-10-21,2025-09-30,83629,344,28768376
494,899,86,13,1,1,2024-01-07,2024-02-14,71745,38,2726310
495,760,6,88,1,3,2024-10-13,2025-06-06,137998,236,32567528
496,39,143,97,2,1,2024-10-14,2025-06-28,118871,257,30549847
497,186,130,51,1,2,2024-02-12,2025-02-25,85045,379,32232055
498,376,163,12,4,1,2024-05-09,2024-08-06,141512,89,12594568
499,36,27,63,2,3,2024-01-20,2024-06-04,66317,136,9019112
500,936,132,87,3,2,2024-08-27,2024-09-30,58872,34,2001648
501,229,73,97,4,1,2024-11-10,2025-03-11,32569,121,3940849
502,383,47,58,1,3,2024-03-06,2025-03-14,39765,373,14832345
503,675,45,95,2,3,2024-05-08,2024-06-10,133743,33,4413519
504,36,58,84,3,1,2024-07-15,2025-06-01,39083,321,12545643
505,637,147,17,4,2,2024-01-27,2025-02-05,121778,375,45666750
506,102,5,64,4,2,2024-04-19,2024-06-30,38759,72,2790648
507,903,190,67,1,3,2024-03-20,2024-08-30,57631,163,9393853
508,691,194,77,2,3,2024-01-02,2024-12-28,72062,361,26014382
509,336,194,54,4,3,2024-08-31,2025-06-23,55772,296,16508512
510,701,167,74,3,1,2024-09-21,2024-11-15,45145,55,2482975
511,315,65,59,1,2,2024-01-30,2025-01-14,148637,350,52022950
512,116,81,27,2,1,2024-02-17,2025-01-09,78603,327,25703181
513,10,26,49,4,1,2024-01-26,2024-06-19,80769,145,11711505
514,220,179,94,1,1,2024-12-08,2025-06-09,120495,183,22050585
515,708,155,85,2,1,2024-07-26,2024-12-15,139679,142,19834418
516,564,31,65,4,1,2024-07-17,2025-02-23,65787,221,14538927
517,274,199,33,3,2,2024-02-01,2024-12-15,84388,318,26835384
518,687,9,21,1,2,2024-01-01,2024-10-04,87530,277,24245810
519,389,154,29,2,3,2024-12-04,2025-12-27,61281,388,23777028
520,157,28,31,4,2,2024-12-10,2025-02-14,45284,66,2988744
521,680,150,97,2,1,2024-07-17,2025-07-23,140524,371,52134404
522,457,177,54,3,2,2024-02-18,2025-02-17,113794,365,41534810
523,665,191,40,2,1,2024-01-11,2024-06-30,111496,171,19065816
524,563,33,89,1,1,2024-10-31,2025-01-22,68120,83,5653960
525,102,33,37,2,3,2024-07-12,2024-11-02,109255,113,12345815
526,50,14,80,3,3,2024-04-30,2025-05-13,46227,378,17473806
527,101,165,65,4,2,2024-01-05,2024-02-07,44169,33,1457577
528,224,38,31,1,1,2024-07-26,2024-09-27,144560,63,9107280
529,225,79,97,4,2,2024-11-16,2025-01-11,57441,56,3216696
530,919,84,69,1,2,2024-11-01,2025-02-02,122354,93,11378922
531,784,71,99,3,3,2024-09-23,2025-08-11,63381,322,20408682
532,880,100,1,2,1,2024-01-19,2024-03-10,108279,51,5522229
533,475,70,29,2,1,2024-10-03,2025-10-24,103447,386,39930542
534,323,48,34,4,3,2024-09-05,2025-03-01,116759,177,20666343
535,403,78,68,3,3,2024-11-02,2025-06-16,144448,226,32645248
536,868,162,84,4,2,2024-02-24,2024-10-29,81059,248,20102632
537,356,24,13,1,1,2024-11-10,2025-10-06,133909,330,44189970
538,633,192,16,2,1,2024-09-18,2025-06-06,65799,261,17173539
539,145,82,68,1,3,2024-10-06,2024-11-27,145648,52,7573696
540,982,59,36,2,2,2024-02-28,2025-01-29,89998,336,30239328
541,642,89,70,2,2,2024-11-08,2025-01-09,131293,62,8140166
542,967,187,1,4,2,2024-01-09,2024-08-21,129030,225,29031750
543,295,162,53,1,1,2024-03-22,2025-03-07,106151,350,37152850
544,617,164,3,3,3,2024-02-26,2024-10-01,145655,218,31752790
545,275,45,96,4,1,2024-03-25,2024-09-26,111036,185,20541660
546,468,178,15,1,3,2024-08-16,2025-01-13,102633,150,15394950
547,323,142,18,2,1,2024-12-03,2025-10-19,60378,320,19320960
548,143,12,11,2,1,2024-12-25,2025-09-21,75163,270,20294010
549,443,86,23,1,1,2024-02-09,2025-01-04,30738,330,10143540
550,531,167,49,2,2,2024-12-20,2025-12-21,116184,366,42523344
551,158,107,62,2,1,2024-02-09,2024-10-15,102819,249,25601931
552,399,118,91,2,1,2024-09-29,2025-03-09,113648,161,18297328
553,94,75,88,1,3,2024-03-08,2024-11-12,105444,249,26255556
554,646,8,9,3,3,2024-10-27,2025-04-06,59695,161,9610895
555,313,178,43,2,2,2024-05-07,2024-08-21,149993,106,15899258
556,90,151,87,3,1,2024-11-14,2025-04-20,82261,157,12914977
557,514,55,17,2,1,2024-07-16,2025-02-08,113941,207,23585787
558,835,49,67,3,2,2024-07-11,2024-11-02,46081,114,5253234
559,992,104,43,3,2,2024-06-09,2024-11-02,101614,146,14835644
560,968,160,17,2,3,2024-03-24,2024-11-18,78273,239,18707247
561,174,18,7,4,2,2024-07-07,2024-09-24,141326,79,11164754
562,210,126,29,3,2,2024-08-29,2024-11-06,121529,69,8385501
563,893,170,1,3,2,2024-02-21,2025-01-02,142155,316,44920980
564,633,99,20,3,3,2024-02-21,2025-01-24,67668,338,22871784
565,544,11,55,4,3,2024-06-04,2024-10-27,109208,145,15835160
566,802,5,79,4,1,2024-10-30,2025-01-18,105963,80,8477040
567,65,33,51,3,2,2024-05-08,2024-11-24,60125,200,12025000
568,555,178,73,1,3,2024-05-30,2024-09-01,69317,94,6515798
569,573,92,8,1,3,2024-12-16,2025-12-05,110984,354,39288336
570,936,30,31,2,3,2024-04-07,2024-06-01,47652,55,2620860
571,468,181,66,3,1,2024-05-13,2024-12-15,78003,216,16848648
572,512,166,6,2,2,2024-11-03,2025-04-23,118966,171,20343186
573,801,30,59,4,3,2024-07-08,2025-01-26,130939,202,26449678
574,271,138,17,2,1,2024-02-10,2024-12-16,100717,310,31222270
575,70,67,42,3,3,2024-03-19,2024-07-23,110327,126,13901202
576,472,14,63,3,2,2024-12-21,2025-12-22,129054,366,47233764
577,611,13,99,2,3,2024-10-22,2025-11-17,57737,391,22575167
578,488,109,10,3,3,2024-12-12,2025-06-20,111474,190,21180060
579,707,169,56,3,1,2024-06-24,2024-12-13,118294,172,20346568
580,254,193,54,2,1,2024-08-10,2024-12-05,128063,117,14983371
581,15,142,7,4,2,2024-02-20,2025-01-16,102985,331,34088035
582,787,185,62,3,3,2024-09-16,2025-07-11,48593,298,14480714
583,851,48,8,4,3,2024-07-26,2025-02-07,36059,196,7067564
584,618,30,69,3,3,2024-01-14,2024-10-24,103750,284,29465000
585,314,23,21,4,1,2024-11-05,2025-04-20,63220,166,10494520
586,371,35,13,3,3,2024-06-08,2025-03-17,74085,282,20891970
587,480,151,8,3,3,2024-12-28,2025-11-26,85424,333,28446192
588,422,31,46,4,1,2024-11-18,2025-05-31,119580,194,23198520
589,224,87,24,2,3,2024-06-02,2025-03-05,72522,276,20016072
590,372,152,47,4,2,2024-01-05,2024-08-31,99610,239,23806790
591,299,186,90,3,2,2024-02-23,2024-04-19,89746,56,5025776
592,448,33,84,3,1,2024-04-16,2024-06-07,36501,52,1898052
593,376,38,76,1,2,2024-04-18,2024-08-23,112969,127,14347063
594,529,13,47,1,1,2024-05-09,2024-09-08,94025,122,11471050
595,807,23,12,3,3,2024-12-14,2025-03-24,56488,100,5648800
596,331,79,41,4,1,2024-09-03,2025-09-10,119314,372,44384808
597,58,63,3,3,1,2024-03-10,2024-11-19,41964,254,10658856
598,819,194,13,2,1,2024-09-14,2024-10-29,61534,45,2769030
599,187,89,31,4,1,2024-01-21,2025-01-19,58681,364,21359884
600,929,62,70,3,3,2024-01-24,2024-06-13,108543,141,15304563
601,529,94,79,3,3,2024-08-23,2025-09-22,148796,395,58774420
602,523,145,62,4,1,2024-03-20,2024-07-11,130911,113,14792943
603,409,68,26,4,1,2024-06-08,2024-08-08,46603,61,2842783
604,712,29,72,2,1,2024-10-28,2025-01-14,37820,78,2949960
605,653,85,100,1,3,2024-05-21,2024-11-09,124685,172,21445820
606,931,125,66,2,2,2024-03-11,2025-03-18,99362,372,36962664
607,17,64,77,1,2,2024-12-30,2025-08-21,73043,234,17092062
608,192,117,88,1,3,2024-04-14,2024-06-29,136512,76,10374912
609,278,65,72,3,1,2024-08-28,2025-01-22,51404,147,7556388
610,190,181,88,4,3,2024-02-29,2024-09-27,45170,211,9530870
611,949,178,30,3,1,2024-02-29,2024-10-17,89969,231,20782839
612,73,144,31,2,2,2024-10-02,2025-09-07,62309,340,21185060
613,122,168,18,1,1,2024-11-23,2025-01-08,57874,46,2662204
614,443,25,19,4,1,2024-01-10,2024-02-10,105110,31,3258410
615,265,131,56,3,2,2024-12-21,2025-10-13,66575,296,19706200
616,332,81,93,1,2,2024-04-20,2024-06-29,100222,70,7015540
617,604,156,23,2,2,2024-12-25,2025-10-03,98024,282,27642768
618,561,1,72,1,2,2024-07-13,2024-12-16,125207,156,19532292
619,865,38,8,2,3,2024-10-06,2025-03-28,147118,173,25451414
620,452,49,98,1,1,2024-01-03,2024-03-27,105486,84,8860824
621,938,112,53,1,3,2024-02-27,2025-01-08,64433,316,20360828
622,191,195,50,4,1,2024-12-14,2025-03-21,99101,97,9612797
623,195,180,36,1,3,2024-03-01,2024-04-03,87880,33,2900040
624,392,92,97,1,3,2024-11-13,2025-07-19,84222,248,20887056
625,117,1,42,1,2,2024-02-13,2024-05-09,71383,86,6138938
626,29,174,13,4,1,2024-08-24,2024-11-25,39389,93,3663177
627,372,115,57,4,2,2024-05-15,2024-09-02,59594,110,6555340
628,538,5,60,3,1,2024-06-09,2025-03-02,100930,266,26847380
629,278,130,75,4,2,2024-09-16,2025-07-21,38472,308,11849376
630,272,177,50,4,1,2024-02-26,2025-02-28,48795,368,17956560
631,98,175,28,2,1,2024-05-05,2025-06-02,98446,393,38689278
632,113,178,1,2,3,2024-07-21,2024-11-12,149501,114,17043114
633,884,196,99,1,3,2024-05-11,2024-08-28,50029,109,5453161
634,66,131,20,3,2,2024-03-28,2024-07-14,39420,108,4257360
635,703,123,36,4,3,2024-01-17,2024-04-25,71957,99,7123743
636,715,24,16,1,3,2024-08-20,2024-09-23,39085,34,1328890
637,204,127,24,3,3,2024-01-23,2024-09-26,137537,247,33971639
638,248,176,7,2,3,2024-02-23,2024-03-29,124479,35,4356765
639,368,163,35,4,1,2024-03-27,2024-05-10,44013,44,1936572
640,659,180,95,3,3,2024-09-18,2025-03-13,42139,176,7416464
641,37,35,23,2,3,2024-02-14,2025-01-08,94913,329,31226377
642,816,41,97,1,1,2024-04-27,2024-11-23,78609,210,16507890
643,341,172,64,3,1,2024-01-27,2024-07-22,113211,177,20038347
644,500,189,90,4,2,2024-07-02,2024-10-07,141299,97,13706003
645,910,106,63,1,3,2024-03-06,2024-12-12,70098,281,19697538
646,134,177,99,1,3,2024-02-29,2024-07-27,124545,149,18557205
647,948,137,56,4,2,2024-04-26,2025-05-29,69953,398,27841294
648,615,41,84,2,3,2024-04-03,2024-06-23,57941,81,4693221
649,427,102,4,3,1,2024-01-18,2024-12-03,146469,320,46870080
650,72,79,94,3,3,2024-06-13,2025-03-22,60123,282,16954686
651,68,158,2,2,3,2024-07-02,2024-12-14,47192,165,7786680
652,818,68,20,2,3,2024-06-16,2024-12-08,101072,175,17687600
653,402,36,74,3,1,2024-06-10,2025-06-30,101475,385,39067875
654,762,100,26,1,2,2024-12-30,2025-10-27,88372,301,26599972
655,834,99,5,1,1,2024-04-10,2024-05-25,40469,45,1821105
656,403,178,87,4,2,2024-05-02,2024-12-21,44009,233,10254097
657,317,2,52,1,3,2024-07-05,2025-05-04,120923,303,36639669
658,270,175,48,1,2,2024-01-31,2024-07-18,49037,169,8287253
659,637,43,32,3,3,2024-12-26,2025-10-07,63113,285,17987205
660,710,36,72,3,2,2024-07-10,2025-03-28,126347,261,32976567
661,350,84,32,2,1,2024-09-11,2025-02-09,70601,151,10660751
662,568,111,57,1,1,2024-04-27,2024-05-29,71374,32,2283968
663,540,186,14,2,3,2024-09-09,2024-10-22,139952,43,6017936
664,146,107,31,1,1,2024-11-16,2025-08-28,125881,285,35876085
665,526,30,3,3,1,2024-07-30,2025-06-11,115007,316,36342212
666,760,91,29,2,1,2024-03-17,2024-08-31,52779,167,8814093
667,963,185,39,4,3,2024-09-06,2025-03-31,64144,206,13213664
668,334,143,75,4,1,2024-11-08,2025-06-16,101931,220,22424820
669,239,44,83,2,2,2024-09-10,2025-09-01,130653,356,46512468
670,894,130,54,3,1,2024-08-30,2025-04-10,90613,223,20206699
671,920,147,93,3,3,2024-06-18,2025-02-14,119244,241,28737804
672,830,56,36,2,2,2024-03-09,2024-10-31,69166,236,16323176
673,336,106,50,3,1,2024-09-19,2024-12-06,73860,78,5761080
674,276,70,62,1,2,2024-05-27,2025-03-12,103029,289,29775381
675,625,37,18,4,1,2024-03-25,2025-03-25,98021,365,35777665
676,256,178,42,4,2,2024-06-28,2024-09-06,44944,70,3146080
677,770,65,90,4,1,2024-01-09,2024-03-05,76631,56,4291336
678,398,66,48,1,3,2024-07-09,2025-02-04,132776,210,27882960
679,328,21,94,4,2,2024-07-18,2025-05-26,94017,312,29333304
680,805,89,68,3,2,2024-05-24,2024-07-23,119206,60,7152360
681,356,129,17,4,3,2024-09-13,2025-07-15,129183,305,39400815
682,131,195,46,1,2,2024-08-01,2024-11-25,64436,116,7474576
683,795,156,37,2,1,2024-05-13,2024-08-18,58179,97,5643363
684,317,172,95,1,2,2024-09-18,2024-12-27,99618,100,9961800
685,656,198,34,4,3,2024-02-12,2024-09-23,87563,224,19614112
686,660,140,49,1,1,2024-07-03,2025-03-11,138260,251,34703260
687,84,172,70,1,1,2024-02-21,2024-09-08,51913,200,10382600
688,34,61,97,1,2,2024-08-07,2025-04-18,80676,254,20491704
689,821,144,55,4,1,2024-01-07,2024-11-29,35833,327,11717391
690,56,126,85,3,3,2024-11-09,2025-10-12,73600,337,24803200
691,332,91,12,1,1,2024-01-12,2024-11-06,100482,299,30044118
692,763,129,90,2,1,2024-06-30,2025-02-08,125873,223,28069679
693,178,145,21,2,2,2024-08-31,2024-12-19,131299,110,14442890
694,523,83,77,4,3,2024-05-31,2025-04-01,30142,305,9193310
695,116,169,54,1,2,2024-03-19,2024-12-23,134656,279,37569024
696,558,8,61,1,1,2024-03-31,2025-03-24,112364,358,40226312
697,714,65,10,3,3,2024-11-03,2025-08-23,54189,293,15877377
698,249,74,54,2,2,2024-02-17,2024-05-06,55896,79,4415784
699,282,167,9,1,1,2024-09-16,2025-05-14,123238,240,29577120
700,532,102,56,2,3,2024-04-16,2025-02-06,113309,296,33539464
701,792,187,41,2,1,2024-01-05,2025-02-06,54720,398,21778560
702,546,191,21,1,3,2024-05-28,2024-10-26,82548,151,12464748
703,702,92,50,1,3,2024-02-04,2025-01-17,133023,348,46292004
704,414,146,22,1,2,2024-10-05,2025-02-14,32435,132,4281420
705,129,50,9,4,3,2024-10-07,2025-03-25,91358,169,15439502
706,965,22,4,1,2,2024-03-20,2025-04-10,134911,386,52075646
707,797,99,35,3,2,2024-10-09,2025-01-07,30475,90,2742750
708,50,61,75,1,1,2024-09-13,2024-12-28,95584,106,10131904
709,276,147,58,4,1,2024-09-03,2025-08-08,97034,339,32894526
710,415,105,13,2,3,2024-01-29,2025-01-31,67632,368,24888576
711,82,28,45,4,3,2024-02-16,2024-04-24,94714,68,6440552
712,858,91,59,1,2,2024-02-27,2025-01-26,114405,334,38211270
713,173,81,24,2,1,2024-10-25,2025-06-29,64042,247,15818374
714,207,2,14,2,1,2024-04-29,2025-04-19,89512,355,31776760
715,317,109,25,1,1,2024-07-12,2025-02-10,94391,213,20105283
716,935,188,7,2,1,2024-06-20,2025-02-21,34193,246,8411478
717,226,180,25,2,1,2024-12-30,2025-04-24,55520,115,6384800
718,426,181,54,2,3,2024-03-07,2024-11-08,108030,246,26575380
719,683,179,81,3,3,2024-10-11,2025-04-13,88682,184,16317488
720,157,185,88,1,1,2024-02-10,2024-08-06,146343,178,26049054
721,90,20,68,1,1,2024-12-22,2025-05-04,132025,133,17559325
722,94,86,36,2,3,2024-07-25,2025-01-19,56637,178,10081386
723,184,110,94,3,2,2024-04-06,2024-07-07,149665,92,13769180
724,328,167,92,2,1,2024-05-30,2025-05-09,133551,344,45941544
725,941,75,36,2,1,2024-09-22,2025-03-20,80465,179,14403235
726,920,142,2,4,2,2024-05-31,2024-11-20,104519,173,18081787
727,570,157,44,3,2,2024-01-25,2025-02-20,63565,392,24917480
728,940,103,47,1,2,2024-04-22,2024-11-18,39347,210,8262870
729,29,49,68,2,2,2024-11-30,2025-09-15,58491,289,16903899
730,564,16,15,1,2,2024-05-15,2025-06-17,117596,398,46803208
731,445,89,55,4,1,2024-06-28,2025-06-12,98508,349,34379292
732,119,34,32,4,2,2024-03-08,2024-08-16,82978,161,13359458
733,554,129,50,2,3,2024-01-10,2024-08-24,87706,227,19909262
734,457,48,3,2,2,2024-04-08,2025-03-08,125248,334,41832832
735,764,176,53,3,3,2024-11-12,2025-06-15,113520,215,24406800
736,418,180,4,1,2,2024-07-16,2024-11-25,106289,132,14030148
737,430,168,86,4,2,2024-05-17,2024-12-28,90158,225,20285550
738,232,134,72,4,3,2024-07-09,2024-08-17,30334,39,1183026
739,473,24,93,1,2,2024-10-23,2025-10-13,70038,355,24863490
740,77,197,66,3,2,2024-11-26,2025-08-02,45155,249,11243595
741,567,14,98,1,2,2024-04-25,2024-08-27,122903,124,15239972
742,382,114,21,3,2,2024-10-30,2025-05-25,72292,207,14964444
743,274,161,1,3,1,2024-10-19,2024-11-29,59398,41,2435318
744,372,17,91,1,2,2024-01-03,2024-11-19,87822,321,28190862
745,892,100,66,4,3,2024-11-22,2025-07-06,87593,226,19796018
746,704,96,69,2,1,2024-03-24,2024-04-24,141855,31,4397505
747,853,40,30,2,2,2024-10-06,2025-04-24,51450,200,10290000
748,395,23,34,2,1,2024-11-20,2025-01-15,128636,56,7203616
749,394,182,68,4,3,2024-07-28,2025-01-17,55902,173,9671046
750,14,181,41,4,1,2024-04-24,2025-04-07,126193,348,43915164
751,683,19,8,4,3,2024-11-08,2025-08-06,94593,271,25634703
752,21,56,30,2,3,2024-06-23,2025-01-16,94749,207,19613043
753,973,79,39,3,2,2024-10-07,2025-05-14,114590,219,25095210
754,688,40,84,3,3,2024-09-03,2025-04-08,41143,217,8928031
755,466,14,35,1,3,2024-04-27,2024-07-02,125660,66,8293560
756,661,103,50,4,1,2024-07-17,2024-11-07,119496,113,13503048
757,994,89,60,4,2,2024-03-14,2025-02-09,53815,332,17866580
758,161,162,14,4,1,2024-01-02,2025-01-08,40385,372,15023220
759,746,60,59,2,3,2024-09-08,2024-11-30,116798,83,9694234
760,867,103,21,1,3,2024-03-16,2025-03-19,40973,368,15078064
761,587,63,88,1,2,2024-07-08,2024-08-18,99589,41,4083149
762,663,8,30,3,2,2024-02-06,2024-09-14,60610,221,13394810
763,507,146,31,4,3,2024-08-26,2025-07-28,116178,336,39035808
764,155,149,41,3,2,2024-03-02,2024-06-20,140707,110,15477770
765,981,133,37,3,3,2024-03-31,2025-04-16,130993,381,49908333
766,288,7,60,4,2,2024-02-23,2025-03-22,119990,393,47156070
767,386,140,73,4,1,2024-11-30,2025-06-05,107115,187,20030505
768,974,121,97,4,2,2024-08-15,2025-08-10,39198,360,14111280
769,57,89,89,2,3,2024-08-30,2024-10-28,143999,59,8495941
770,408,124,27,3,2,2024-05-28,2025-01-05,140269,222,31139718
771,556,23,61,2,2,2024-11-09,2025-03-27,37484,138,5172792
772,237,42,33,3,3,2024-01-25,2024-10-12,124005,261,32365305
773,671,26,81,1,2,2024-05-30,2024-09-29,42836,122,5225992
774,525,90,3,1,2,2024-01-31,2024-08-10,102437,192,19667904
775,263,180,100,1,2,2024-09-11,2025-07-08,59963,300,17988900
776,206,2,38,3,3,2024-12-12,2025-03-28,45235,106,4794910
777,287,90,75,4,1,2024-10-06,2025-09-12,57644,341,19656604
778,792,57,68,3,1,2024-02-26,2024-12-04,68414,282,19292748
779,521,188,37,3,3,2024-10-14,2025-02-13,71909,122,8772898
780,795,124,97,3,1,2024-04-02,2025-01-04,66081,277,18304437
781,719,45,27,4,3,2024-05-07,2024-10-01,85550,147,12575850
782,801,57,75,3,3,2024-07-28,2025-03-17,106805,232,24778760
783,856,117,93,3,2,2024-06-14,2025-02-24,85682,255,21848910
784,618,10,12,2,3,2024-03-09,2025-02-03,100544,331,33280064
785,361,14,92,4,3,2024-07-12,2024-12-17,76193,158,12038494
786,695,135,90,2,3,2024-03-13,2024-09-26,63268,197,12463796
787,945,161,38,4,2,2024-09-19,2025-03-31,47766,193,9218838
788,322,149,84,4,1,2024-01-27,2025-01-09,67331,348,23431188
789,488,35,1,4,2,2024-10-22,2025-09-28,53064,341,18094824
790,879,173,19,2,3,2024-12-23,2025-04-12,92213,110,10143430
791,598,45,76,2,1,2024-09-29,2024-12-06,108549,68,7381332
792,145,176,94,4,1,2024-08-09,2025-08-29,131448,385,50607480
793,351,60,13,4,3,2024-06-09,2024-09-08,65376,91,5949216
794,255,100,72,3,2,2024-07-12,2024-10-25,45147,105,4740435
